app_id,status,unique_idfas_median,unique_idfas_mean,unique_idfas_std,unique_ips_median,unique_ips_mean,unique_ips_std,unique_uas_median,unique_uas_mean,unique_uas_std,idfa_ua_ratio_median,idfa_ua_ratio_mean,idfa_ua_ratio_std,idfa_ip_ratio_median,idfa_ip_ratio_mean,idfa_ip_ratio_std,requests_per_idfa_median,requests_per_idfa_mean,requests_per_idfa_std,IVT_median,IVT_mean,IVT_std
Invalid 1,Invalid,55073.0,120811.66666666667,128745.9765410166,55062.0,120747.33333333333,128653.85236750588,222.0,219.0,42.31134599608006,248.076576576577,482.22966613824286,465.0021795963403,1.00019601437439,1.0002746555048323,0.0002881325075141012,1.09373013999601,1.1084043520822278,0.08289170543222509,0.994737,0.7519576777777778,0.43135382254096605
Invalid 2,Invalid,28822.0,63570.22222222222,67748.35854428094,28819.0,63527.77777777778,67688.34382627813,834.0,864.1111111111111,279.6879709803607,34.5587529976019,59.24011537255664,52.873388935587045,1.00010409799091,1.000328787558041,0.0003654769712556922,1.06012768024426,1.0802021926058756,0.06329508807951183,0.9991055833,0.9170864851888889,0.24116532683569358
Invalid 3,Invalid,27020.0,92665.44444444444,100168.2092583659,27015.0,92174.0,99503.6080024237,199.0,198.11111111111111,49.921048778156795,135.778894472362,391.94553407955243,378.2814438865754,1.00077421852318,1.0026474362773024,0.002838065253192481,1.08830495928942,1.16628113089844,0.12235049953362376,0.7853147083,0.5321080231407778,0.5037544021962216
Valid 1,Valid,93345.0,186205.11111111112,195961.73683109955,93340.0,186107.33333333334,195821.1425465851,21.0,22.22222222222222,2.4888640871780137,4242.95454545455,7684.114554490343,7559.495823168235,1.00010206685379,1.0002610166284644,0.0002886796492038497,1.06380837885163,1.0983768848176778,0.08043272028975883,0.005786,0.004917084259222222,0.0014735712467166234
Valid 2,Valid,48280.0,104969.33333333333,111453.91090939788,48234.0,104461.66666666667,110749.67312931448,174.0,189.22222222222223,57.76845544451092,267.068965517241,450.25770429721695,397.76773949054,1.00095368412323,1.00247487081711,0.002579865432456402,1.0865353069456,1.1052531472792633,0.06541091646876702,0.05838133333,0.06153497407333333,0.01627552838684971
Valid 3,Valid,22684.0,122754.88888888889,134326.14698416353,22648.0,120390.11111111111,131287.74924325998,22.0,22.0,0.0,1031.09090909091,5579.767676767687,6105.733953825631,1.00164018932471,1.00949696329612,0.010472930105845091,1.07176943950594,1.1327816477254824,0.10121456407042483,0.004752666667,0.003913700926000001,0.0030411391147452047
